claim,noise,model,alpha,seed,direction,threshold,exceedances,sample_size,empirical_tail,empirical_tail_cp95_low,empirical_tail_cp95_high,gaussian_tail,gap,gap_upper95,theorem_rate,normalized_upper
4,iid,contractive,0.08,1729,alternating,0.95,5375,32768,0.164031982421875,0.16003720492275414,0.1680864067045305,0.16283987544579825,0.0011921069760767455,0.0052465312587322566,0.8896972255573977,0.00589698507314698
4,iid,contractive,0.08,1729,alternating,1.2,3478,32768,0.10614013671875,0.10282487818125044,0.10952539072117642,0.10721080139375283,0.0010706646750028304,0.004385923212502391,0.7043436368996066,0.006226965053320326
4,iid,sgd,0.08,2718,axis_0,0.45,9095,32768,0.277557373046875,0.2727135691309809,0.28244063456668195,0.2730088051737921,0.004548567873082887,0.009431829392889834,1.8782496983989507,0.005021605700738125
4,iid,sgd,0.08,2718,axis_0,0.7,6036,32768,0.1842041015625,0.18001973308441824,0.18844452296901823,0.1738272400666594,0.010376861495840606,0.014617282902358836,1.2074462346850399,0.012105949302307219
4,iid,sgd,0.08,2718,axis_0,0.95,3673,32768,0.112091064453125,0.10869449180445274,0.11555656519606679,0.1012327333519929,0.010858331101132102,0.01432383184407389,0.8896972255573977,0.016099670126654572
4,iid,sgd,0.08,2718,axis_0,1.2,2064,32768,0.06298828125,0.06038142443054092,0.06567292717144389,0.05370231816512683,0.009285963084873172,0.011970609006317065,0.7043436368996066,0.016995410165142576
4,iid,sgd,0.08,2718,axis_3,0.45,8119,32768,0.247772216796875,0.24310509331925653,0.25248408817219836,0.24053995263804717,0.007232264158827828,0.01194413553415119,1.8782496983989507,0.006359184055417423
4,iid,sgd,0.08,2718,axis_3,0.7,4863,32768,0.148406982421875,0.14457384618657512,0.15230255246254498,0.1365409844100126,0.011865998011862389,0.01576156805253237,1.2074462346850399,0.013053639656794944
4,iid,sgd,0.08,2718,axis_3,0.95,2651,32768,0.080902099609375,0.07797162319041853,0.08390711464417469,0.0684521350827646,0.012449964526610402,0.015454979561410093,0.8896972255573977,0.01737105513814265
4,iid,sgd,0.08,2718,axis_3,1.2,1329,32768,0.040557861328125,0.03844756950404272,0.04275007854580094,0.03013285555817935,0.01042500576994565,0.012617222987621593,0.7043436368996066,0.017913447820953318
4,iid,sgd,0.08,2718,mean,0.45,8069,32768,0.246246337890625,0.24158904079929952,0.25094865398886274,0.24014102836435636,0.006105309526268643,0.010807625624506378,1.8782496983989507,0.005754094162090891
4,iid,sgd,0.08,2718,mean,0.7,4712,32768,0.143798828125,0.14001609187165828,0.14764482080937283,0.13610501592554702,0.007693812199452976,0.011539804883825805,1.2074462346850399,0.009557199776134083
4,iid,sgd,0.08,2718,mean,0.95,2506,32768,0.07647705078125,0.07362194288608284,0.07940749760150516,0.06809560300181894,0.008381447779431062,0.01131189459968622,0.8896972255573977,0.012714319292835029
4,iid,sgd,0.08,2718,mean,1.2,1189,32768,0.036285400390625,0.0342866237106063,0.03836690658188267,0.029900092976545944,0.0063853074140790556,0.008466813605336729,0.7043436368996066,0.012020856243702452
4,iid,sgd,0.08,2718,alternating,0.45,8043,32768,0.245452880859375,0.24080072460421806,0.2501501971021041,0.24014102836435636,0.005311852495018643,0.010009168737747764,1.8782496983989507,0.005328987272714451
4,iid,sgd,0.08,2718,alternating,0.7,4685,32768,0.142974853515625,0.13920126789789597,0.1468118426925517,0.13610501592554702,0.006869837590077976,0.010706826767004685,1.2074462346850399,0.008867332109240907
4,iid,sgd,0.08,2718,alternating,0.95,2379,32768,0.072601318359375,0.06981453703585791,0.07546414082762523,0.06809560300181894,0.0045057153575560616,0.007368537825806293,0.8896972255573977,0.00828207351235684
4,iid,sgd,0.08,2718,alternating,1.2,1105,32768,0.033721923828125,0.031793612346566656,0.035733451506572624,0.029900092976545944,0.0038218308515790556,0.005833358530026679,0.7043436368996066,0.008281978035187583
4,iid,linear,0.08,2718,axis_0,0.45,9782,32768,0.29852294921875,0.2935710080441214,0.30351062587660904,0.29720815768556674,0.0013147915331832571,0.006302468191042299,1.8782496983989507,0.0033555007070756463
4,iid,linear,0.08,2718,axis_0,0.7,6878,32768,0.20989990234375,0.2055011969129158,0.2143500879218793,0.2037641352509022,0.006135767092847799,0.010585952670977089,1.2074462346850399,0.008767224880815017
4,iid,linear,0.08,2718,axis_0,0.95,4550,32768,0.13885498046875,0.13512779700691363,0.14264630330448236,0.13049481332680246,0.008360167141947539,0.012151489977679897,0.8896972255573977,0.013658005924506458
