claim,noise,model,alpha,seed,direction,threshold,exceedances,sample_size,empirical_tail,empirical_tail_cp95_low,empirical_tail_cp95_high,gaussian_tail,gap,gap_upper95,theorem_rate,normalized_upper
5,markov,contractive,0.08,2718,axis_3,0.45,12113,32768,0.369659423828125,0.36442940021235776,0.3749125607499861,0.39466305647493005,0.025003632646805052,0.030233656262572295,1.8782496983989507,0.016096718284232356
5,markov,contractive,0.08,2718,axis_3,0.7,10410,32768,0.31768798828125,0.3126480880815783,0.3227602224638829,0.33884318576627004,0.02115519748502004,0.026195097684691748,1.2074462346850399,0.021694628656922923
5,markov,contractive,0.08,2718,axis_3,0.95,8860,32768,0.2703857421875,0.2655819261167236,0.27523028937118926,0.2863570239956348,0.015971281808134785,0.020775097878911186,0.8896972255573977,0.023350750437482293
5,markov,contractive,0.08,2718,axis_3,1.2,7400,32768,0.225830078125,0.22131204720941142,0.23039675650281494,0.23807901327402803,0.012248935149028028,0.016766966064616612,0.7043436368996066,0.02380509340358602
5,markov,contractive,0.08,2718,mean,0.45,12234,32768,0.37335205078125,0.36811106856566794,0.37861549131364064,0.40096418930337396,0.027612138522123963,0.03285312073770602,1.8782496983989507,0.01749134886895525
5,markov,contractive,0.08,2718,mean,0.7,10394,32768,0.31719970703125,0.3121619234117069,0.3222699112861731,0.3481889555140353,0.03098924848278528,0.03602703210232838,1.2074462346850399,0.029837379973880137
5,markov,contractive,0.08,2718,mean,0.95,8736,32768,0.2666015625,0.2618194842948196,0.27142504386453264,0.29820266550902386,0.031601103009023856,0.03638318121420425,0.8896972255573977,0.040893890830568894
5,markov,contractive,0.08,2718,mean,1.2,7212,32768,0.2200927734375,0.2156165965818468,0.224618617787609,0.2517671280876175,0.031674354650117476,0.03615053150577069,0.7043436368996066,0.05132513394299805
5,markov,contractive,0.08,2718,alternating,0.45,12779,32768,0.389984130859375,0.3846978052931175,0.39528996477492456,0.40096418930337396,0.010980058443998963,0.016266384010256485,1.8782496983989507,0.008660394847459422
5,markov,contractive,0.08,2718,alternating,0.7,10952,32768,0.334228515625,0.3291206444608804,0.3393657856967747,0.3481889555140353,0.013960439889035281,0.019068311053154874,1.2074462346850399,0.015792265117401942
5,markov,contractive,0.08,2718,alternating,0.95,9201,32768,0.280792236328125,0.27593090500288925,0.2856924508754604,0.29820266550902386,0.017410429180898856,0.022271760506134608,0.8896972255573977,0.02503296612190882
5,markov,contractive,0.08,2718,alternating,1.2,7628,32768,0.2327880859375,0.22822092840388988,0.23740265410583705,0.2517671280876175,0.018979042150117476,0.023546199683727592,0.7043436368996066,0.0334299885030178
5,markov,sgd,0.08,3141,axis_0,0.45,11568,32768,0.35302734375,0.34785077733205005,0.35822997384968247,0.37247556690636774,0.01944822315636774,0.024624789574317685,1.8782496983989507,0.013110498351368426
5,markov,sgd,0.08,3141,axis_0,0.7,9696,32768,0.2958984375,0.29095933705830923,0.3008737393027221,0.30641843457937845,0.010519997079378451,0.01545909752106922,1.2074462346850399,0.012803135309044793
5,markov,sgd,0.08,3141,axis_0,0.95,7946,32768,0.24249267578125,0.23785988804090294,0.24717114949931449,0.24611934532395208,0.0036266695427020768,0.008259457283049138,0.8896972255573977,0.009283447273733562
5,markov,sgd,0.08,3141,axis_0,1.2,6445,32768,0.196685791015625,0.1923937558744221,0.20103165724314712,0.19284038841101792,0.0038454026046070844,0.0081912688321292,0.7043436368996066,0.011629648374741747
5,markov,sgd,0.08,3141,axis_3,0.45,10762,32768,0.32843017578125,0.3233453150319151,0.3335454642804638,0.3521093892282766,0.023679213447026615,0.02876407419636151,1.8782496983989507,0.015314297252852193
5,markov,sgd,0.08,3141,axis_3,0.7,8736,32768,0.2666015625,0.2618194842948196,0.27142504386453264,0.2774149081187677,0.010813345618767678,0.015595423823948074,1.2074462346850399,0.012916039965966776
5,markov,sgd,0.08,3141,axis_3,0.95,6852,32768,0.2091064453125,0.20471394249115862,0.21355056941268388,0.21143708379782966,0.0023306384853296613,0.006723141306671038,0.8896972255573977,0.00755666210205272
5,markov,sgd,0.08,3141,axis_3,1.2,5278,32768,0.16107177734375,0.15710657555830937,0.16509715367673533,0.15568504022228957,0.005386737121460428,0.009412113454445759,0.7043436368996066,0.013362956604358892
5,markov,sgd,0.08,3141,mean,0.45,11053,32768,0.337310791015625,0.3321910416471863,0.34245939240505857,0.35185295863554567,0.014542167619920665,0.01966191698835934,1.8782496983989507,0.010468212509294937
5,markov,sgd,0.08,3141,mean,0.7,8634,32768,0.26348876953125,0.25872490828005795,0.2682945867906941,0.27705487468688905,0.013566105155639052,0.0183299664068311,1.2074462346850399,0.01518077234437891
5,markov,sgd,0.08,3141,mean,0.95,6581,32768,0.200836181640625,0.19650985786356853,0.20521559797095815,0.21101528766159028,0.010179106020965278,0.014505429798021746,0.8896972255573977,0.016303782209654588
5,markov,sgd,0.08,3141,mean,1.2,4749,32768,0.144927978515625,0.14113277153231182,0.14878624032805882,0.15524515316610832,0.010317174650483318,0.014112381633796495,0.7043436368996066,0.020036216548951373
5,markov,sgd,0.08,3141,alternating,0.45,11294,32768,0.34466552734375,0.33951841492650614,0.3498401868989895,0.35185295863554567,0.007187431291795665,0.012334543709039525,1.8782496983989507,0.006567041495895717
5,markov,sgd,0.08,3141,alternating,0.7,8858,32768,0.27032470703125,0.26552123804548206,0.2751689179690118,0.27705487468688905,0.006730167655639052,0.011533636641406997,1.2074462346850399,0.009552091273377092
5,markov,sgd,0.08,3141,alternating,0.95,6674,32768,0.20367431640625,0.19932496377697773,0.2080762566338615,0.21101528766159028,0.007340971255340278,0.011690323884612552,0.8896972255573977,0.0131396654376308
5,markov,sgd,0.08,3141,alternating,1.2,4843,32768,0.147796630859375,0.14397009552746504,0.1516857089345155,0.15524515316610832,0.007448522306733318,0.011275057638643282,0.7043436368996066,0.01600789309075617
5,markov,linear,0.08,3141,axis_0,0.45,12101,32768,0.369293212890625,0.36406429392967593,0.3745453101161843,0.38709788713505733,0.017804674244432328,0.023033593205381397,1.8782496983989507,0.012263328579270153
5,markov,linear,0.08,3141,axis_0,0.7,10315,32768,0.314788818359375,0.30976157935517706,0.31984890585254283,0.3276993408271379,0.01291052246776292,0.017937761471960856,1.2074462346850399,0.014855950481836475
5,markov,linear,0.08,3141,axis_0,0.95,8716,32768,0.2659912109375,0.2612126806682173,0.27081125276524426,0.2723706743188794,0.006379463381379402,0.011157993650662112,0.8896972255573977,0.01254133803066723
5,markov,linear,0.08,3141,axis_0,1.2,7257,32768,0.221466064453125,0.21697975658787352,0.22600179563968675,0.22212306122319458,0.0006569967700695845,0.005143304635321061,0.7043436368996066,0.0073022660614369414
5,markov,linear,0.08,3141,axis_3,0.45,11182,32768,0.34124755859375,0.3361129916910784,0.3464102790420425,0.365836716895382,0.024589158301631997,0.029723725204303608,1.8782496983989507,0.01582522559680993
5,markov,linear,0.08,3141,axis_3,0.7,9284,32768,0.2833251953125,0.27845035773551585,0.28823846638141,0.29687817417562234,0.013552978863122345,0.018427816440106493,1.2074462346850399,0.015261811176970008
5,markov,linear,0.08,3141,axis_3,0.95,7472,32768,0.22802734375,0.22349360822318537,0.23260933613519022,0.2345633427670446,0.0065359990170446025,0.011069734543859233,0.8896972255573977,0.012442136747053488
5,markov,linear,0.08,3141,axis_3,1.2,5949,32768,0.181549072265625,0.17738852123033755,0.18576614901739852,0.18025311076634265,0.0012959614992823498,0.005513038251055868,0.7043436368996066,0.007827199625630561
5,markov,linear,0.08,3141,mean,0.45,11545,32768,0.352325439453125,0.3471512783933649,0.35752578871428514,0.3659624897329099,0.013637050279784901,0.018811211339544998,1.8782496983989507,0.010015287826522728
5,markov,linear,0.08,3141,mean,0.7,9303,32768,0.283905029296875,0.27902712668006485,0.28882126245794504,0.2970581682216714,0.013153138924796415,0.018031041541606563,1.2074462346850399,0.014933204496935573
5,markov,linear,0.08,3141,mean,0.95,7348,32768,0.2242431640625,0.21973658643938776,0.2287986712664785,0.23478007531485945,0.010536911252359449,0.015043488875471689,0.8896972255573977,0.016908548709980414
5,markov,linear,0.08,3141,mean,1.2,5611,32768,0.171234130859375,0.16716932714519858,0.1753572977391757,0.1804873593037899,0.009253228444414896,0.013318032158591314,0.7043436368996066,0.018908429722194815
5,markov,linear,0.08,3141,alternating,0.45,11780,32768,0.3594970703125,0.3542989059375126,0.36472015065586466,0.3659624897329099,0.006465419420409901,0.011663583795397281,1.8782496983989507,0.006209815343156717
5,markov,linear,0.08,3141,alternating,0.7,9534,32768,0.29095458984375,0.28604021148618,0.2959060471940681,0.2970581682216714,0.006103578377921415,0.011017956735491441,1.2074462346850399,0.009125008152736055
5,markov,linear,0.08,3141,alternating,0.95,7494,32768,0.22869873046875,0.22416023168740443,0.23328536676229503,0.23478007531485945,0.006081344846109449,0.010619843627455022,0.8896972255573977,0.011936469309322238
5,markov,linear,0.08,3141,alternating,1.2,5710,32768,0.17425537109375,0.17016198175585628,0.17840658529900216,0.1804873593037899,0.006231988210039896,0.010325377547933612,0.7043436368996066,0.01465957383158036
5,markov,contractive,0.08,3141,axis_0,0.45,11782,32768,0.35955810546875,0.3543597422412135,0.36478137383745723,0.37953609687796397,0.01997799140921397,0.025176354636750442,1.8782496983989507,0.013404157422844874
5,markov,contractive,0.08,3141,axis_0,0.7,9921,32768,0.302764892578125,0.29779260793104706,0.30777215975581323,0.3166497507581355,0.013884858180010506,0.018857142827088447,1.2074462346850399,0.015617376811819118
5,markov,contractive,0.08,3141,axis_0,0.95,8243,32768,0.251556396484375,0.24686524052510922,0.25629162803188665,0.25866180238214476,0.0071054058977697565,0.011796561857035537,0.8896972255573977,0.013259074568480259
5,markov,contractive,0.08,3141,axis_0,1.2,6721,32768,0.205108642578125,0.20074777901369967,0.20952183856987863,0.20671712695869493,0.00160848438056993,0.0059693479449952624,0.7043436368996066,0.008475050575130136
5,markov,contractive,0.08,3141,axis_3,0.45,12072,32768,0.368408203125,0.3631819670823489,0.37365777441603,0.39466305647493005,0.026254853349930052,0.03148108939258115,1.8782496983989507,0.01676086487298048
5,markov,contractive,0.08,3141,axis_3,0.7,10341,32768,0.315582275390625,0.31055154871619867,0.3206457097401036,0.33884318576627004,0.02326091037564504,0.028291637050071372,1.2074462346850399,0.023430970454308628
5,markov,contractive,0.08,3141,axis_3,0.95,8796,32768,0.2684326171875,0.26363996504994913,0.2732663472946626,0.2863570239956348,0.017924406808134785,0.022717058945685653,0.8896972255573977,0.02553347171725005
5,markov,contractive,0.08,3141,axis_3,1.2,7342,32768,0.22406005859375,0.21955480853649278,0.22861427078489346,0.23807901327402803,0.014018954680278028,0.018524204737535244,0.7043436368996066,0.026299953271496066
5,markov,contractive,0.08,3141,mean,0.45,12239,32768,0.373504638671875,0.36826321065192585,0.3787684979433125,0.40096418930337396,0.027459550631498963,0.03270097865144811,1.8782496983989507,0.01741034681348435
5,markov,contractive,0.08,3141,mean,0.7,10448,32768,0.31884765625,0.31380275478608316,0.32392468589934637,0.3481889555140353,0.02934129926403528,0.03438620072795212,1.2074462346850399,0.02847845290347168
5,markov,contractive,0.08,3141,mean,0.95,8793,32768,0.268341064453125,0.2635489385298239,0.2731742846052567,0.29820266550902386,0.029861601055898856,0.03465372697919994,0.8896972255573977,0.03895002252871957
