claim,noise,model,alpha,seed,direction,threshold,empirical_tail,gaussian_tail,gap,gap_upper95,theorem_rate,normalized_upper
4,iid,contractive,0.02,1729,alternating,1.2,0.105621337890625,0.10721080139375283,0.0015894635031278304,0.004917343449839923,0.6198362233615538,0.007933294739006582
4,iid,sgd,0.02,2718,axis_0,0.45,0.271820068359375,0.2730088051737921,0.0011887368144171129,0.006005898411363098,1.6528965956308097,0.003633559671693203
4,iid,sgd,0.02,2718,axis_0,0.7,0.175262451171875,0.1738272400666594,0.0014352111052156058,0.005551761423788544,1.0625763829055206,0.005224811611761732
4,iid,sgd,0.02,2718,axis_0,0.95,0.104522705078125,0.1012327333519929,0.0032899717261321015,0.006602531423355559,0.7829510189830152,0.0084328792775973
4,iid,sgd,0.02,2718,axis_0,1.2,0.057281494140625,0.05370231816512683,0.0035791759754981722,0.006095284035598754,0.6198362233615538,0.00983370091302867
4,iid,sgd,0.02,2718,axis_3,0.45,0.238739013671875,0.24053995263804717,0.001800938966172172,0.0064168729412734105,1.6528965956308097,0.003882198655521147
4,iid,sgd,0.02,2718,axis_3,0.7,0.139404296875,0.1365409844100126,0.0028633124649873887,0.006613636305623991,1.0625763829055206,0.006224151422921325
4,iid,sgd,0.02,2718,axis_3,0.95,0.07305908203125,0.0684521350827646,0.004606946948485402,0.007424643602473345,0.7829510189830152,0.009482896659509183
4,iid,sgd,0.02,2718,axis_3,1.2,0.03375244140625,0.03013285555817935,0.00361958584807065,0.005574951151554314,0.6198362233615538,0.008994232575372439
4,iid,sgd,0.02,2718,mean,0.45,0.241943359375,0.24014102836435636,0.001802331010643643,0.00643934904974521,1.6528965956308097,0.003895796667962586
4,iid,sgd,0.02,2718,mean,0.7,0.14105224609375,0.13610501592554702,0.004947230168202976,0.008716042229955822,1.0625763829055206,0.00820274416990389
4,iid,sgd,0.02,2718,mean,0.95,0.071197509765625,0.06809560300181894,0.0031019067638060616,0.005886265515420108,0.7829510189830152,0.007518050775469775
4,iid,sgd,0.02,2718,mean,1.2,0.031982421875,0.029900092976545944,0.0020823288984540556,0.003987475496439079,0.6198362233615538,0.00643311143516884
4,iid,sgd,0.02,2718,alternating,0.45,0.245086669921875,0.24014102836435636,0.004945641557518643,0.00960299820637155,1.6528965956308097,0.005809799736871423
4,iid,sgd,0.02,2718,alternating,0.7,0.140045166015625,0.13610501592554702,0.003940150090077976,0.007697684672424175,1.0625763829055206,0.00724435889622875
4,iid,sgd,0.02,2718,alternating,0.95,0.071319580078125,0.06809560300181894,0.0032239770763060616,0.006010538606240177,0.7829510189830152,0.007676774741346324
4,iid,sgd,0.02,2718,alternating,1.2,0.03173828125,0.029900092976545944,0.0018381882734540556,0.0037362887009716704,0.6198362233615538,0.006027864394095395
4,iid,linear,0.02,2718,axis_0,0.45,0.29266357421875,0.29720815768556674,0.004544583466816743,0.009470969630172781,1.6528965956308097,0.005729922643199764
4,iid,linear,0.02,2718,axis_0,0.7,0.203704833984375,0.2037641352509022,5.93012665272008e-05,0.004420127795729605,1.0625763829055206,0.004159821229644836
4,iid,linear,0.02,2718,axis_0,0.95,0.1328125,0.13049481332680246,0.0023176866731975387,0.0059922614052140225,0.7829510189830152,0.007653430751003358
4,iid,linear,0.02,2718,axis_0,1.2,0.08056640625,0.07782434558402673,0.002742060665973267,0.005688980241639727,0.6198362233615538,0.009178199058433078
4,iid,linear,0.02,2718,axis_3,0.45,0.26007080078125,0.26225914010653817,0.002188339325288169,0.0069381028085483765,1.6528965956308097,0.004197541955672385
4,iid,linear,0.02,2718,axis_3,0.7,0.16259765625,0.16109940308129078,0.0014982531687092182,0.005493607770408882,1.0625763829055206,0.0051700826959725004
4,iid,linear,0.02,2718,axis_3,0.95,0.093902587890625,0.08955459636336105,0.00434799152726395,0.007506320247124722,0.7829510189830152,0.009587215630518975
4,iid,linear,0.02,2718,axis_3,1.2,0.04779052734375,0.04484301088518228,0.0029475164585677227,0.005257283946873827,0.6198362233615538,0.008481730735841854
4,iid,linear,0.02,2718,mean,0.45,0.2657470703125,0.26246134653937636,0.003285723773123639,0.00806858952035515,1.6528965956308097,0.004881484747251151
4,iid,linear,0.02,2718,mean,0.7,0.1651611328125,0.16133541967928666,0.0038257131332133376,0.007846271400225455,1.0625763829055206,0.007384195175475785
4,iid,linear,0.02,2718,mean,0.95,0.091796875,0.0897667235307733,0.002030151469226693,0.00515649392451208,0.7829510189830152,0.006585972557018846
4,iid,linear,0.02,2718,mean,1.2,0.0479736328125,0.044999631262410245,0.0029740015500897554,0.005287967135552088,0.6198362233615538,0.008531232826106693
4,iid,linear,0.02,2718,alternating,0.45,0.268341064453125,0.26246134653937636,0.005879717913748639,0.01067737290088755,1.6528965956308097,0.006459794840833736
4,iid,linear,0.02,2718,alternating,0.7,0.1654052734375,0.16133541967928666,0.004069853758213338,0.008092794151440258,1.0625763829055206,0.007616199909611422
4,iid,linear,0.02,2718,alternating,0.95,0.09295654296875,0.0897667235307733,0.003189819437976693,0.006333838231121967,0.7829510189830152,0.008089699198998511
4,iid,linear,0.02,2718,alternating,1.2,0.04644775390625,0.044999631262410245,0.0014481226438397554,0.0037268150726587758,0.6198362233615538,0.0060125803110492055
4,iid,contractive,0.02,2718,axis_0,0.45,0.281036376953125,0.2846068247368555,0.0035704477837305015,0.008437498048694984,1.6528965956308097,0.005104673862235711
4,iid,contractive,0.02,2718,axis_0,0.7,0.1883544921875,0.18796029127403735,0.00039420091346265007,0.004627727483111821,1.0625763829055206,0.0043551951253214495
4,iid,contractive,0.02,2718,axis_0,0.95,0.11749267578125,0.11474657436629188,0.002746101414958124,0.006232649509402041,0.7829510189830152,0.007960459030371667
4,iid,contractive,0.02,2718,axis_0,1.2,0.067535400390625,0.06452065254973405,0.0030147478408909523,0.0057318941223258365,0.6198362233615538,0.009247433283650465
