claim,noise,model,alpha,dimension,independent_seeds,samples_per_seed,theorem_rate,coordinate_mean,coordinate_mean_ci_low,coordinate_mean_ci_high,w1_lower,w1_lower_ci_low,w1_lower_ci_high,w1_upper,w1_upper_ci_low,w1_upper_ci_high,normalized_upper_ci
5,markov,sgd,0.08,8,4,32768,0.7143839407309892,0.1173278815406257,0.11623011237724502,0.11842565070400639,0.12112927734965134,0.11909179569273577,0.12316675900656691,0.9386230523250056,0.9298408990179602,0.9474052056320511,1.326184914882919
5,markov,linear,0.08,8,4,32768,0.7143839407309892,0.11569262468418658,0.1141796607920719,0.11720558857630126,0.12038157196669515,0.11951042529586088,0.12125271863752941,0.9255409974734926,0.9134372863365752,0.93764470861041,1.312522097922541
5,markov,contractive,0.08,8,4,32768,0.7143839407309892,0.15210751030788633,0.14974876131342643,0.15446625930234623,0.2555891576849486,0.24228024878093823,0.268898066588959,1.2168600824630906,1.1979900905074115,1.2357300744187698,1.7297842294079515
5,markov,sgd,0.04,8,4,32768,0.6437751649736402,0.0797551211139113,0.07733342895253977,0.08217681327528283,0.08494457415843801,0.08152460088428334,0.08836454743259267,0.6380409689112904,0.6186674316203181,0.6574145062022626,1.0211864979743057
5,markov,linear,0.04,8,4,32768,0.6437751649736402,0.07909078277286116,0.07595172240563375,0.08222984314008858,0.0850366363576357,0.08018381673469158,0.08988945598057982,0.6327262621828893,0.60761377924507,0.6578387451207086,1.0218454841258815
5,markov,contractive,0.04,8,4,32768,0.6437751649736402,0.1012083560849969,0.09541478826471768,0.10700192390527612,0.17442846228636844,0.16994456053975743,0.17891236403297944,0.8096668486799752,0.7633183061177414,0.8560153912422089,1.3296806677487458
5,markov,sgd,0.02,8,4,32768,0.553243599059204,0.05649082255965003,0.05377379069835357,0.05920785442094649,0.0623063899842245,0.05624064574079661,0.06837213422765238,0.45192658047720025,0.43019032558682857,0.4736628353675719,0.856156015493067
5,markov,linear,0.02,8,4,32768,0.553243599059204,0.05658350670898289,0.053809770967048746,0.05935724245091704,0.06278818109405117,0.056631738636869926,0.06894462355123242,0.45266805367186314,0.43047816773638997,0.4748579396073363,0.8583161927491557
5,markov,contractive,0.02,8,4,32768,0.553243599059204,0.06979057049309362,0.06259386328500671,0.07698727770118052,0.11461578542645909,0.08828472541861429,0.14094684543430389,0.5583245639447489,0.5007509062800537,0.6158982216094442,1.1132496113046495
5,markov,sgd,0.01,8,4,32768,0.4605170185988092,0.03964967315727441,0.0374782125455793,0.04182113376896952,0.046009428036220726,0.04143457659822712,0.05058427947421433,0.3171973852581953,0.2998257003646344,0.3345690701517562,0.7265075049120482
5,markov,linear,0.01,8,4,32768,0.4605170185988092,0.040093033012409206,0.037147791542588134,0.04303827448223028,0.04753828143239377,0.04169191158557235,0.053384651279215184,0.32074426409927365,0.29718233234070507,0.3443061958578422,0.7476514047308056
5,markov,contractive,0.01,8,4,32768,0.4605170185988092,0.04505689630024891,0.039485852342756075,0.05062794025774174,0.06799851811923369,0.06372540126673318,0.0722716349717342,0.36045517040199127,0.3158868187420486,0.4050235220619339,0.8794974033625892
5,markov,sgd,0.005,8,4,32768,0.3746476138764567,0.028872541234802398,0.02720911331018988,0.030535969159414915,0.03387804239830257,0.02870697201250611,0.039049112784099026,0.23098032987841918,0.21767290648151905,0.24428775327531932,0.6520467346573715
5,markov,linear,0.005,8,4,32768,0.3746476138764567,0.02914317304782451,0.027109862100783238,0.03117648399486578,0.03462078014226036,0.02884125389196072,0.04040030639256,0.23314538438259608,0.2168788968062659,0.24941187195892625,0.6657239035323791
5,markov,contractive,0.005,8,4,32768,0.3746476138764567,0.032956940842186346,0.028179884095058637,0.037733997589314054,0.043215862740406744,0.03190755675806077,0.05452416872275272,0.26365552673749076,0.2254390727604691,0.30187198071451243,0.8057491080513257
