claim,noise,model,alpha,seed,direction,threshold,empirical_tail,gaussian_tail,gap,gap_upper95,theorem_rate,normalized_upper
5,markov,sgd,0.08,1729,axis_0,0.45,0.347900390625,0.37247556690636774,0.02457517628136774,0.029732394783667876,1.8782496983989507,0.015829841372535416
5,markov,sgd,0.08,1729,axis_0,0.7,0.29119873046875,0.30641843457937845,0.015219704110628451,0.020138831685335066,1.2074462346850399,0.016678864123989955
5,markov,sgd,0.08,1729,axis_0,0.95,0.238525390625,0.24611934532395208,0.007593954698952077,0.012208470369393511,0.8896972255573977,0.013722050624295105
5,markov,sgd,0.08,1729,axis_0,1.2,0.191619873046875,0.19284038841101792,0.0012205153641429156,0.005481982976577173,0.7043436368996066,0.007783108541603175
5,markov,sgd,0.08,1729,axis_3,0.45,0.3287353515625,0.3521093892282766,0.023374037665776615,0.028460328585186784,1.8782496983989507,0.01515257987766313
5,markov,sgd,0.08,1729,axis_3,0.7,0.26409912109375,0.2774149081187677,0.013315787025017678,0.018089147609352745,1.2074462346850399,0.014981327606749518
5,markov,sgd,0.08,1729,axis_3,0.95,0.206787109375,0.21143708379782966,0.004649974422829661,0.00903515737166144,0.8896972255573977,0.010155317013606386
5,markov,sgd,0.08,1729,axis_3,1.2,0.157745361328125,0.15568504022228957,0.0020603211058354276,0.006006993775459513,0.7043436368996066,0.008528498677011146
5,markov,sgd,0.08,1729,mean,0.45,0.339691162109375,0.35185295863554567,0.012161796526170665,0.01728978195932663,1.8782496983989507,0.009205262736932533
5,markov,sgd,0.08,1729,mean,0.7,0.264923095703125,0.27705487468688905,0.012131778983764052,0.016909902842331306,1.2074462346850399,0.014004683899438573
5,markov,sgd,0.08,1729,mean,0.95,0.1993408203125,0.21101528766159028,0.011674467349090278,0.01600013419653002,0.8896972255573977,0.017983796888324445
5,markov,sgd,0.08,1729,mean,1.2,0.143798828125,0.15524515316610832,0.011446325041108318,0.015245564666776205,0.7043436368996066,0.021645066226315932
5,markov,sgd,0.08,1729,alternating,0.45,0.344696044921875,0.35185295863554567,0.007156913713670665,0.012302923983557533,1.8782496983989507,0.006550206819702799
5,markov,sgd,0.08,1729,alternating,0.7,0.268463134765625,0.27705487468688905,0.008591739921264052,0.013390085699296422,1.2074462346850399,0.011089591664335433
5,markov,sgd,0.08,1729,alternating,0.95,0.200927734375,0.21101528766159028,0.010087553286590278,0.014426097984838696,0.8896972255573977,0.01621461500658351
5,markov,sgd,0.08,1729,alternating,1.2,0.14300537109375,0.15524515316610832,0.012239782072358318,0.01603028056746468,0.7043436368996066,0.022759175674571405
